reg_array,field_array,reg_name,field_name,bits,addr,type,rst_val,attr,description
,,DESC,module_type,7:0,0,ro,'0,,
,,DESC,modue_subtype,15:8,0,ro,'0,,
,,DESC,major_rev,19:16,0,ro,'0,,
,,DESC,minor_rev,23:20,0,ro,'0,,
,,PWR_EN,pwr_en,0:0,4,rw,'0,::locked[pwr_en_key==8'h70],
,,PWR_EN,pwr_en_key,31:24,4,rw,'0,::key,
,,RST_CTRL,rst,0:0,8,rw,'0,::locked[rst_key==8'h70],
,,RST_CTRL,rst_sts_clr,1:1,8,rw_pulse,'0,::locked[rst_key==8'h70],
,,RST_CTRL,rst_key,31:24,8,rw,'0,::key,
,,RST_STS,rst_sts,0:0,12,ro,'0,,
,,CLK_CTRL,clk_en,0:0,16,rw,'0,,
,,TX_DATA,tx_data,31:0,20,rw,'0,,Write this to send data to Debug Probe
,,TX_FLAGS,tx_empty,0:0,24,ro,'0,,indicates tx data read by the Debug probe
,,TX_FLAGS,tx_flags,31:1,24,rw,'0,,generic flags can be used to communicate in implementation specific ways
,,RX_DATA,rx_data,31:0,28,ro,'0,,data sent by the Debug Probe. This is read by the CPU
,,RX_FLAGS,rx_full,0:0,32,ro,'0,,indicates data sent by the debug probe to the rx data reg
,,RX_FLAGS,rx_flags,31:1,32,ro,'0,,generic flags can be used to communicate in implementation specific ways
,,INTR_STS,intr_first,7:0,36,ro,'0,,
,,INTR_EVENT,rx_full_intr,0:0,40,rw_w1c,'0,,
,,INTR_EVENT,tx_empty_intr,1:1,40,rw_w1c,'0,,
,,INTR_EVENT,debug_started_intr,2:2,40,rw_w1c,'0,,
,,INTR_EVENT,debug_stopped_intr,3:3,40,rw_w1c,'0,,
,,INTR_EN,rx_full_en,0:0,44,rw_me,'0,,
,,INTR_EN,tx_empty_en,1:1,44,rw_me,'0,,
,,INTR_EN,debug_started_en,2:2,44,rw_me,'0,,
,,INTR_EN,debug_stopped_en,3:3,44,rw_me,'0,,
,,INTR_EN,fifo_almost_empty_en,4:4,44,rw_me,'0,,
,,INTR_EN,fifo_overflow_en,5:5,44,rw_me,'0,,
,,INTR_EN,fifo_underflow_en,6:6,44,rw_me,'0,,
,,INTR_EN,dma_done_en,7:7,44,rw_me,'0,,
,,INTR_NMI_EN,dac_rdy_nmi_en,0:0,48,rw_me,'0,,
,,INTR_NMI_EN,fifo_full_nmi_en,1:1,48,rw_me,'0,,
,,INTR_NMI_EN,fifo_almost_full_nmi_en,2:2,48,rw_me,'0,,
,,INTR_NMI_EN,fifo_empty_nmi_en,3:3,48,rw_me,'0,,
,,INTR_NMI_EN,fifo_almost_empty_nmi_en,4:4,48,rw_me,'0,,
,,INTR_NMI_EN,fifo_overflow_nmi_en,5:5,48,rw_me,'0,,
,,INTR_NMI_EN,fifo_underflow_nmi_en,6:6,48,rw_me,'0,,
,,INTR_NMI_EN,dma_done_nmi_en,7:7,48,rw_me,'0,,
,,EVENT_EN,dac_rdy_event_en,0:0,52,rw_me,'0,,
,,EVENT_EN,fifo_full_event_en,1:1,52,rw_me,'0,,
,,EVENT_EN,fifo_almost_full_event_en,2:2,52,rw_me,'0,,
,,EVENT_EN,fifo_empty_event_en,3:3,52,rw_me,'0,,
,,EVENT_EN,fifo_almost_empty_event_en,4:4,52,rw_me,'0,,
,,EVENT_EN,fifo_overflow_event_en,5:5,52,rw_me,'0,,
,,EVENT_EN,fifo_underflow_event_en,6:6,52,rw_me,'0,,
,,EVENT_EN,dma_done_event_en,7:7,52,rw_me,'0,,
,,INTR_SW_SET,dac_rdy_sw_set,0:0,56,rw_pulse,'0,,
,,INTR_SW_SET,fifo_full_sw_set,1:1,56,rw_pulse,'0,,
,,INTR_SW_SET,fifo_almost_full_sw_set,2:2,56,rw_pulse,'0,,
,,INTR_SW_SET,fifo_empty_sw_set,3:3,56,rw_pulse,'0,,
,,INTR_SW_SET,fifo_almost_empty_sw_set,4:4,56,rw_pulse,'0,,
,,INTR_SW_SET,fifo_overflow_sw_set,5:5,56,rw_pulse,'0,,
,,INTR_SW_SET,fifo_underflow_sw_set,6:6,56,rw_pulse,'0,,
,,INTR_SW_SET,dma_done_sw_set,7:7,56,rw_pulse,'0,,
